perplexity,perplexity_std,char_std,word_std,intrinsic_dimensions,temporal_burstiness,syntactic_burstiness,wd_burstiness,semantic_burstiness,ai
16.034420013427734,10.146239146886826,46.00526464438608,6.224949798994366,8.819796711155263,1.0602836879432629,15.819004524886877,0.004720697055134143,0.12930737605210055,1
10.889019966125488,4.478152062513048,27.921699478633958,5.4283934659622615,9.318587408921243,1.6953533741243243,21.901452784503633,0.003926821481938158,0.14478750278552374,1
11.629526138305664,8.929814317355671,40.236545475931884,6.32132768281074,9.145382716526377,1.6651841715132838,11.70678768745067,0.004684185021021917,0.1283308900664887,1
10.371277809143066,5.652655231124466,28.07151581229628,3.935733730830885,9.100552524638381,0.9735865004377096,13.724696356275304,0.00450585742930907,0.19640584041674933,1
12.054669380187988,6.518383441392523,64.54882663850803,10.56756686223253,9.424744516614721,3.3451219512195127,21.31412786108918,0.003695880345176996,0.1998833864927292,1
10.270041465759277,5.0034488114880515,30.210504070819766,4.648598439919423,8.914048417449575,1.0230340211935305,19.774421230942973,0.004529811531119762,0.1132488598426183,1
7.955019950866699,3.9493269234826087,52.63219072012868,7.543208866258444,8.908130990261059,3.0174006444683146,37.19183208590953,0.003200534005953778,0.19208760062853494,1
11.35184097290039,2.21998075890582,43.45399866525519,5.013869652163774,8.159743589494331,0.5423035355874634,13.008503401360544,0.005123637536553021,0.1707851141691208,1
10.063797950744629,2.2410610522455117,63.252744780145484,8.89600409672168,9.043025709580517,2.219330942166585,17.4196746314184,0.003998165657679187,0.16505730897188187,1
9.961992263793945,5.077460387716363,40.37803613933119,6.488356142513971,8.97446390759876,3.4306603280136696,23.414746543778804,0.003602753373994349,0.15580865481882533,1
10.300755500793457,1.9748079322744434,30.16147946885232,5.678908345800274,8.938865078944406,4.351710199004978,17.950076804915515,0.0036707199661780046,0.12262813543323621,1
8.797874450683594,4.069334312873933,65.55706212958088,10.597722792895732,10.145942591326634,5.362885462555067,25.135540838852098,0.003336900777033499,0.10347174632347134,1
12.2098970413208,9.15097734526406,39.94196974043171,5.989142049175917,10.758424653401322,4.110419354235607,16.162613981762917,0.0035002752575956754,0.1471868577484313,1
8.498786926269531,4.522159207460837,54.152924724324414,8.726917606411265,9.324913109412869,3.728080808080808,22.60527770102238,0.002986439365726825,0.2085187385479609,1
11.42973518371582,3.9119481113606396,62.95032212431923,9.03225316420118,9.195171931576148,4.742384613028698,33.94133943628042,0.0027373521451305046,0.17452802509069443,1
12.154691696166992,3.925875865659339,57.29797423329789,7.795951481643035,9.24726652437164,2.230130606459451,16.553045467543605,0.004008578391767188,0.16834446042776108,1
11.776586532592773,6.457400928982393,42.28603603481195,6.209859763041673,10.165144866931897,3.342447026657554,36.023643724696356,0.003093191039007631,0.04563712908282488,1
11.656617164611816,7.369570829059219,59.7388919138997,8.929125933753449,9.10071689726521,2.7467193220617876,16.688601424821897,0.00347191571891494,0.20910338560740152,1
11.584132194519043,9.082922098957349,46.51547861403256,6.776609600171032,9.964277258251277,6.248157418995967,24.787064542263032,0.002882763262516595,0.1598897158943823,1
10.257938385009766,7.371969116253067,37.170868558425624,5.742786069211937,9.42230357195731,2.8432139383781316,18.002629272567923,0.003940988349028921,0.11046024765668012,1
11.146543502807617,11.602888838420418,37.621244326727926,5.981452814975453,9.727859223096024,1.6080284841037278,12.863046044864229,0.004535155819195075,0.15720692248033577,1
17.308517456054688,1.8028294943801058,38.65501261156178,4.199999999999999,9.694620866655203,0.8958643059872956,18.845864661654137,0.004565794444077685,0.19614781936009726,1
11.799646377563477,2.820155620574951,60.79276272715364,8.13879597975032,8.887702332760089,0.7771907216494844,6.208020050125312,0.003934843324606929,1.6501510083135237e-13,1
12.538385391235352,9.30643004541823,25.35301777311888,4.2999762695121175,8.625986478792475,1.986413043478261,11.366096866096864,0.004502338030344022,0.12845845593667823,1
10.369319915771484,4.434494607846883,68.6475782529872,10.602358228243375,10.27236581177812,1.6143060919180319,10.884004884004884,0.004408465333977107,0.18313330908616385,1
11.23585033416748,4.719527211259368,42.63551315802967,7.0551504540296,8.738734374977577,3.3851525821596233,15.545807453416149,0.003594775430817227,0.13019085511085748,1
12.038224220275879,2.974433723749908,33.36746551810672,4.686062704816208,8.353994076565899,1.108981971283601,7.423490488006617,0.004627711662255305,0.17901932696501413,1
8.32079029083252,4.197199055932858,36.744700439391565,5.845768587672867,8.112247326620931,3.772255319148938,27.70766881574482,0.003335976798725772,0.15114266922076544,1
11.321431159973145,2.9741325505308334,49.33396395993332,7.934733769950949,10.478039401357549,2.2553406904930657,5.251646903820817,0.003524180375711133,1.1324121137098094e-07,1
