perplexity,perplexity_std,char_std,word_std,intrinsic_dimensions,temporal_burstiness,syntactic_burstiness,wd_burstiness,semantic_burstiness,sentence_burstiness,word_burstiness,syntax_burstiness,unique_words,syntactic_depth,syntactic_repetitiveness,ai,title,topic,section,words,chars
10.8721056,4.741991528,25.82323578,4.374448819,12.65172887,1.390932443,16.60226674,0.004032925,0.163010783,0.752062106,0.033023486,0.092836947,0.608856089,8.444444444,0.558135289,1,Desperate Housewives,Arts,Post-1999,229,1570
10.74146938,7.835119686,48.18500819,7.315221485,10.5323069,3.756670346,27.24175824,0.003219358,0.15182254,2.186530843,0.038219812,0.08327479,0.45,7.157894737,0.464424701,1,Eunice Newton Foote,People,Physics,465,3115
12.01360703,5.079169404,36.96268389,6.003332408,10.82472462,0.773328523,21.34727062,0.004772491,0.156515535,1.668518519,0.037754467,0.100089138,0.605691057,7.3,0.485325681,1,Interferometry,Technology,Optical instruments,216,1600
11.08028221,6.717412947,59.24934071,8.891489962,9.78917557,2.771476278,17.80102041,0.003651025,0.180191234,2.292557742,0.036629845,0.122888585,0.50255102,8.0,0.452005402,1,Joseph Stilwell,People,United States_2,334,2233
10.16430855,2.087539949,43.7918759,5.672110675,9.242188961,1.441398601,11.74445893,0.004372709,0.131144038,1.447777778,0.039477546,0.100442085,0.584745763,7.666666667,0.378242711,1,Goran Bregović,People,"Serbian, Croatian, and Bosnian languages",200,1355
10.42083073,5.172466541,44.31703961,7.95046392,9.684328474,1.372966208,13.4940966,0.004862174,0.142686673,3.026004728,0.04031999,0.107793987,0.595348837,6.555555556,0.488188267,1,Chimney,Technology,Heating and cooling,188,1240
13.29219246,5.912808401,37.25210072,5.381326759,9.969074335,2.447940152,16.39285714,0.004135708,0.173492362,1.33842628,0.039635182,0.105087861,0.571428571,5.727272727,0.491965097,1,Dreadnought,Technology,Naval warfare,238,1645
14.25035954,8.632318427,34.30931199,5.750362307,11.79919653,2.317517776,16.1894576,0.003516999,0.122949552,1.574603175,0.040378271,0.091315715,0.556149733,6.4,0.467236067,1,Joker (character),Arts,Villains,316,2128
12.8489275,6.565816244,45.12389838,6.509741262,10.84899818,4.06445993,22.46378671,0.003360581,0.201263065,1.825754863,0.040173772,0.085447144,0.443113772,7.684210526,0.483304203,1,Hypatia,People,Ancient history,441,2991
12.76080799,4.893030419,33.22649545,5.006169034,9.668555947,2.06,10.1978022,0.004684279,0.156962687,1.127777778,0.038499704,0.077751647,0.540178571,6.777777778,0.51642612,1,Italo-Ethiopian War of 1887–1889,History,Africa_7,200,1350
8.281082153,3.291969179,30.29805641,4.469029226,9.49046078,1.264005602,16.07582418,0.004415053,0.150617875,1.007002801,0.042512084,0.074347268,0.546428571,6.416666667,0.519139561,1,Diverticulitis,Biology and health sciences,Specific diseases,238,1710
11.00183105,8.237312754,46.97988266,7.814249804,9.593249691,3.107821476,19.49624957,0.00365511,0.143937243,2.626344086,0.038787574,0.087125625,0.465393795,6.9375,0.471654372,1,Dan Gurney,People,Auto racing,372,2395
11.89612484,6.622657515,34.35762333,6.080724185,10.92605485,1.278388278,12.30194805,0.004664009,0.183625306,1.823863636,0.041904333,0.099771065,0.564393939,5.727272727,0.451941355,1,Carlos Gardel,People,Spanish,224,1401
8.517468452,1.79837229,21.6737168,4.715334028,8.799957493,1.754516274,12.50714286,0.004492509,0.128804607,0.902918782,0.03262969,0.106722578,0.5375,7.625,0.46609309,1,Charter of Fundamental Rights of the European Union,Society and social sciences,Human rights instruments,197,1395
13.06339645,7.896507136,20.11141805,4.163331999,9.167831949,1.318554396,12.50640615,0.004477269,0.131291144,0.852459016,0.040039674,0.074865063,0.573991031,6.555555556,0.479920732,1,History of Jainism,History,History of religion,183,1257
12.90679359,2.177708974,42.46028772,6.016506221,10.29469049,0.676075269,19.66377091,0.004387967,0.157458681,1.834939254,0.040429392,0.078967595,0.61003861,5.818181818,0.533592214,1,Airport,Technology,Aviation,217,1589
12.65384102,12.65262848,34.11337307,4.660710485,9.604475405,1.68859089,11.6191582,0.004306388,0.115927515,1.123563218,0.044864369,0.080784188,0.588679245,6.25,0.52344182,1,Gamelan,Arts,Non-Western music,232,1679
10.03898335,4.359680797,28.5900138,5.367080729,10.06095471,3.286099557,11.51993355,0.004092123,0.15843442,1.319338422,0.042173441,0.078546998,0.508305648,6.666666667,0.477453307,1,Battle of Actium,History,Europe_4,262,1666
10.30356789,4.571680116,34.71150946,4.499228329,9.583975433,1.478929544,22.80813347,0.004546999,0.190300643,0.983468286,0.041738319,0.094766634,0.54379562,6.833333333,0.511926603,1,Brine shrimp,Biology and health sciences,Crustaceans,247,1653
9.176604271,3.795039219,33.46898325,5.033222957,7.547771202,1.493158414,10.17414075,0.004754251,2.58e-08,1.117647059,0.034877457,0.082020488,0.557446809,6.444444444,0.502435782,1,Gillis Grafström,People,Figure skating,204,1365
9.65623951,7.14236734,46.65794987,7.547468828,11.68428469,2.347092852,15.01795064,0.003572167,0.179353895,2.424012158,0.037313744,0.114332168,0.536649215,6.928571429,0.479208138,1,Julio César Chávez,People,Boxing,329,2064
10.48724079,5.234230798,40.14127943,4.619398551,9.064964343,1.955129323,17.34661747,0.004473773,0.128738345,0.98034398,0.041166683,0.083598952,0.546125461,6.727272727,0.514021187,1,Aristotle,People,Philosophers and social scientists,222,1554
14.44269657,4.713423631,45.1805705,6.607141665,10.25118859,1.471583307,14.97333333,0.004479445,0.137612619,1.827390181,0.034414063,0.060646817,0.572,7.666666667,0.457755521,1,Anton Makarenko,People,Educators,215,1576
12.34435463,7.753669012,61.63271628,8.306267684,9.740176356,1.123433653,11.48351648,0.004852584,0.130680454,1.628094416,0.038641567,0.095171896,0.589285714,6.0,0.451435288,1,Carl Bernstein,People,Journalists: General,193,1380
10.54706764,6.537562182,42.93995808,5.695612346,8.321928223,1.283621425,14.23734785,0.004765921,0.18656078,1.672164948,0.045168554,0.089468051,0.565022422,6.0,0.469621958,1,Arsine,Physical sciences,Hydrogen compounds,194,1347
9.155988693,4.140516118,38.5111591,6.495190528,8.031972472,2.266183715,12.80862994,0.004381541,0.210540796,1.418067227,0.026913447,0.069195995,0.484641638,8.625,0.292646533,1,Al-Juwayni,People,Sunni Islam,238,1619
12.32504845,9.49756067,24.56615749,4.478682144,10.88547825,3.315766279,15.26432391,0.003779609,0.123899074,0.999805296,0.043661422,0.086446735,0.502673797,6.3125,0.506178185,1,Elizabeth II,People,United Kingdom,321,2096
8.318473816,3.503437506,40.46109973,6.318939316,10.43503517,2.469836447,13.58379551,0.004173711,0.145339265,1.936854191,0.039659734,0.078575315,0.489028213,6.615384615,0.489158482,1,Gyumri,Geography,Armenia,268,1782
11.49041653,6.883116793,41.89069646,6.986888363,10.45991353,4.15113767,18.97408638,0.0033945,0.163257435,2.183900929,0.040764482,0.097573336,0.497674419,6.470588235,0.487913652,1,Abdul Hamid II,People,Western Asia_4,380,2564
11.06557751,4.891095621,42.78661257,7.734221475,13.09901404,2.82987715,12.85827356,0.003884963,0.12205028,2.392727273,0.035065432,0.096354408,0.553054662,7.545454545,0.460052255,1,Chrysler Building,Arts,Americas,275,1772
14.92210102,9.5338363,68.53709458,9.28260021,11.26010323,2.004012821,18.20192308,0.004227348,0.114849679,2.678585013,0.035641803,0.066140957,0.588235294,7.3,0.525989961,1,Buddhism in the West,Philosophy and religion,Traditions,239,1802
11.08513546,7.05951631,32.5752656,4.822285544,10.15452741,2.449068854,15.48777918,0.004177735,0.102513398,1.046047378,0.038129308,0.074864126,0.501474926,7.230769231,0.506960185,1,Fuzuli (poet),People,Asia_3,289,1942
12.14256763,4.96981131,41.0920917,6.118823416,10.68074562,2.603157122,19.12495479,0.003329787,0.118260025,1.671428571,0.040531809,0.091863626,0.534177215,7.0,0.430680724,1,Gaza war,History,West Asia,336,2357
11.47058296,5.424373686,59.21125081,9.410396142,10.72261525,3.074429352,18.60789814,0.003871722,0.190834671,2.462530713,0.033803964,0.086004968,0.549848943,7.363636364,0.419752304,1,Fallingwater,Arts,Specific structures,296,1980
12.58657742,7.349093403,30.54186562,5.369667898,10.23080717,2.632668145,15.37372421,0.004230261,0.108893093,1.310606061,0.038839104,0.091589834,0.537459283,6.583333333,0.471144506,1,"Françoise d'Aubigné, Marquise de Maintenon",People,Other_2,264,1695
11.97751999,7.016625945,53.38539126,6.889925571,10.34174043,0.613041199,20.1433426,0.004501055,0.209622279,2.406367826,0.042294558,0.11811293,0.630522088,5.636363636,0.423635849,1,Desalination,Technology,"Food, water and health",217,1647
9.724114418,4.413816109,16.76724473,3.406362545,9.507347129,1.944646833,16.85518591,0.00439562,0.190482832,0.523099851,0.037711232,0.075331068,0.530821918,6.545454545,0.520585955,1,Gujarat,Geography,India,244,1617
9.202525139,3.241018379,41.53194547,5.359629053,8.19499703,3.641260367,34.75886288,0.003639504,0.104703799,1.496868723,0.048325007,0.072112101,0.397826087,6.523809524,0.51555661,1,Cytoskeleton,Biology and health sciences,Organelles and other cell parts,403,2955
10.18312168,5.286347591,53.29606364,7.676040646,9.139643581,2.47007252,27.88765769,0.003732436,0.152113754,1.443694707,0.047030503,0.105753396,0.470167064,6.0,0.487221801,1,Aperture,Physical sciences,Optics,351,2318
7.378632545,2.40861729,43.40518402,5.783597496,8.489600432,1.230756338,20.0767941,0.005008881,0.17410258,1.808108108,0.045478094,0.09782599,0.572769953,6.2,0.503458092,1,Glycogen,Biology and health sciences,Biochemistry and molecular biology,185,1327
12.21660328,5.267133908,56.31948417,8.835503138,10.16641455,1.166759328,11.14880952,0.00481496,0.157081567,1.314553991,0.035741752,0.108009408,0.591666667,6.888888889,0.48399916,1,Junichiro Koizumi,People,Other_11,213,1449
11.36117172,6.883666643,40.40290284,5.819663283,11.0369398,3.699737716,28.40513393,0.002996171,0.151788129,1.654042082,0.044301001,0.109367739,0.48828125,6.714285714,0.4614113,1,History of Sabah,History,Asia_2,430,2960
8.888429642,3.983205323,47.40506302,7.759510294,10.98582372,1.443098239,21.95934066,0.00449289,0.131135988,2.774654378,0.037125618,0.090888197,0.576923077,6.5,0.496662066,1,Digital video,Technology,Media and communication: Basics,217,1547
11.82184124,5.107235814,18.15882858,3.287180487,9.997232139,0.960264026,15.40199549,0.004476293,0.190408279,0.641914191,0.049440594,0.1234465,0.594142259,5.5,0.465648645,1,Choking,Biology and health sciences,Types,202,1318
12.15771675,4.186549525,45.17945762,7.136339092,11.17281613,4.145415068,18.34920635,0.003763332,0.142146263,1.907826409,0.044875931,0.090064664,0.473544974,6.125,0.484617866,1,Big Bang,Physical sciences,Astronomy,337,2173
16.69042206,18.0305446,39.00568916,4.417555082,8.692408638,1.423172388,12.51911132,0.004654559,0.12176878,0.968291251,0.043158864,0.132192298,0.481605351,6.307692308,0.508276086,1,British undergraduate degree classification,Society and social sciences,Education: General,262,1800
13.62285519,5.042683853,64.1588033,9.911856434,9.598430704,1.647318378,20.25932666,0.004122305,0.18152795,2.099323493,0.036622471,0.081342009,0.579617834,6.583333333,0.476876248,1,Active Denial System,Technology,Less-lethal weapons,271,1892
9.373854637,2.647988585,28.65842905,4.453463072,10.11313297,1.627441245,23.58333333,0.004376404,1.48e-07,1.043859649,0.044306728,0.088155493,0.534090909,5.333333333,0.49565991,1,Electricity generation,Technology,Electricity generation and distribution,228,1721
12.10996628,7.331733246,42.25078566,6.499914529,10.8915964,2.6634757,12.29648352,0.003730394,0.134776143,2.208130081,0.045799797,0.10506294,0.566153846,5.533333333,0.476179154,1,Battle of Lake Trasimene,History,Africa_4,287,1984
13.43534279,13.46029803,33.42547266,5.54737175,11.2550549,4.389891432,27.35550834,0.003557567,0.183077099,1.202083333,0.035943229,0.071443067,0.446224256,8.0,0.49575825,1,Gaius (jurist),People,Ancient Figures,384,2540
13.61131096,9.59532876,35.18558668,6.049540377,9.754735379,1.643794762,15.59156118,0.004337103,0.143093482,1.904673394,0.045911743,0.097132632,0.537974684,6.214285714,0.487536904,1,Chin Peng,People,Southeast Asia_2,269,1822
11.31905651,2.455540069,31.89289928,3.473631486,10.65820283,1.522007452,17.38461538,0.004547707,0.187720547,0.587288817,0.040920851,0.0789299,0.55,6.909090909,0.521691544,1,English as a second or foreign language,Society and social sciences,The English language,226,1617
10.19102287,3.429291049,27.1781162,4.779121258,9.387810621,1.990969392,16.69764012,0.004588117,0.088949268,1.177319588,0.042058212,0.079105292,0.548672566,7.3,0.552399213,1,Brainstem,Biology and health sciences,Nervous system,194,1340
11.11328125,8.928659284,48.47972797,7.297563831,10.13251391,2.301744416,20.68131868,0.003681098,0.197082112,2.240477969,0.036214748,0.087157115,0.527472527,6.307692308,0.429891151,1,Adam Smith,People,Philosophers and social scientists,309,2200
14.0612402,6.813941402,35.91225418,5.173006863,9.05695496,0.913578501,14.7152381,0.004724387,0.137427053,1.324752475,0.039485448,0.072885306,0.586666667,6.6,0.516423647,1,Indecent exposure,Society and social sciences,Crimes against public order,202,1421
10.90384674,5.429617175,31.93588619,3.7239453,8.994670786,2.042944248,18.92128801,0.00435274,0.160304873,0.672006408,0.042194355,0.073374897,0.527131783,6.272727273,0.537870754,1,Ecological niche,Biology and health sciences,Ecology,227,1624
12.98438168,8.126146188,45.90114983,6.841052551,9.672721976,2.294385965,18.60648968,0.003959858,0.091891239,2.34,0.044009219,0.087763836,0.522123894,6.133333333,0.494292058,1,José Miguel Carrera,People,Chile,300,2060
11.5832262,11.73445022,39.0375318,5.881798667,11.1546423,3.248837209,14.54689204,0.003638413,0.202718794,1.508527132,0.040206806,0.101890957,0.524173028,7.133333333,0.456543379,1,Francis Xavier,People,Catholic Church,344,2280
8.735033035,4.891592164,36.22719973,6.276941931,12.6108525,1.640415641,10.59022019,0.004272168,0.173362364,1.713043478,0.036624732,0.099167309,0.557620818,6.6,0.456808529,1,Antwerp,Geography,Belgium_2,230,1469
9.245245934,4.598111432,19.00292375,3.464101615,9.794502772,1.92541961,10.39679487,0.004771482,0.213916769,0.545454545,0.042899596,0.082395127,0.5625,6.9,0.488421266,1,Castile and León,Geography,Spain,198,1321
11.47192287,11.5062023,42.69747993,5.878737687,10.05703445,4.738699982,20.7711556,0.003279347,0.136773014,1.084507042,0.038507459,0.091094464,0.469214437,7.111111111,0.503800527,1,Harry Chauvel,People,Oceania,426,2833
10.79751396,3.773722811,45.18480571,6.701989754,9.560433066,4.3574045,16.30840336,0.003838416,0.099962544,1.833333333,0.035398156,0.097397387,0.523529412,7.25,0.461546139,1,Collis Potter Huntington,People,Transport,294,2032
14.79042816,6.264863974,36.39038867,6.189974917,11.82799231,4.257019092,29.49195171,0.002968937,0.197800661,1.66590389,0.040546557,0.103682139,0.498993964,7.0,0.470183739,1,Hillsborough disaster,History,Western Europe_3,437,2854
11.38275623,3.319612958,34.98783732,4.999173485,11.43439418,1.425311943,18.42824968,0.004328906,0.13691514,1.243932538,0.040918096,0.075942571,0.598455598,6.0,0.524336987,1,Food,Everyday life,Everyday life,221,1546
13.89748192,8.637563408,26.84574854,4.187742839,9.898744031,1.627973799,11.40714286,0.004281646,0.18876035,0.793864572,0.037577223,0.082596206,0.546428571,6.636363636,0.476988064,1,Comet Shoemaker–Levy 9,Physical sciences,Notable comets,243,1606
15.52001476,10.02711912,41.2340699,6.089082285,9.972676928,4.893628594,19.56282272,0.003871162,0.165263141,1.685314685,0.042493875,0.078109822,0.506024096,8.153846154,0.508993449,1,Book of Numbers,Philosophy and religion,Books of the Bible,286,1896
15.71424484,9.29658089,27.25191125,4.254264382,9.692278097,1.180566802,8.677897574,0.004890913,0.090608047,0.857309942,0.038453149,0.080708414,0.594339623,6.555555556,0.536612732,1,Centaur (small Solar System body),Physical sciences,Planetary science,190,1255
13.15365887,4.16952983,42.0058305,5.045203825,9.897767374,1.587805135,24.28311688,0.004106282,0.153735631,1.1998557,0.039190486,0.08700577,0.524242424,7.785714286,0.511936674,1,Cladistics,Biology and health sciences,Phylogenetics and taxonomy,297,2222
9.264890671,4.163915562,44.46371804,6.510162995,10.71208196,2.647043867,18.48233487,0.003761177,0.148527831,1.968214654,0.041263928,0.081228614,0.52688172,6.066666667,0.477142736,1,Gothenburg,Geography,Sweden,323,2135
14.33486938,10.27073234,36.17405643,5.465206375,10.2172048,4.757105411,22.78203678,0.003261659,0.183304042,1.435342945,0.043999085,0.094979521,0.42970297,6.619047619,0.479167993,1,Catholicity,Philosophy and religion,Concepts_4,436,3047
11.90689182,7.039924339,37.84211292,5.374258373,9.410483577,2.401898216,20.19981343,0.004000236,0.133316887,1.389543446,0.041858843,0.095156176,0.546268657,7.071428571,0.488696839,1,Francesco Algarotti,People,"Art historians, theorists and critics",291,2074
9.324890137,4.588489842,38.00840767,5.980243608,10.28776702,2.152367277,15.29720595,0.004162757,0.149999864,1.696799551,0.040851892,0.084357453,0.533123028,6.307692308,0.473416894,1,Dennis Hopper,People,United States,275,1814
14.97684097,10.0177566,28.85876647,5.203549085,10.97864212,1.802341137,19.58011583,0.004047661,0.190670351,1.353846154,0.044182799,0.125817347,0.577702703,6.307692308,0.524640733,1,Competition climbing,Everyday life,Other individual sports,260,1768
11.72059822,10.06329224,48.93459963,7.076909257,11.05466466,2.336408874,21.0179754,0.003989461,0.18840833,2.07890223,0.035824978,0.086782574,0.57615894,7.090909091,0.474900542,1,Cannabis culture,Society and social sciences,Groups,265,1909
11.98479271,6.874066863,21.83941391,1.673320053,9.242760935,1.088995215,17.11790017,0.004703588,0.190316722,0.127272727,0.037088963,0.093089898,0.562248996,7.6,0.479613797,1,Interplate earthquake,Physical sciences,Seismology,220,1552
9.122193336,3.387453296,27.75025025,4.546060566,9.374226582,2.363979569,13.64123989,0.00410092,0.009958053,1.087719298,0.044322421,0.119202875,0.566037736,6.0,0.507084777,1,Fly River,Geography,Oceania_2,228,1557
14.26228333,8.10946585,54.83383992,8.901369277,11.04755198,1.767383581,9.897223109,0.004305792,0.084026559,2.975938967,0.032261887,0.088056637,0.614107884,6.25,0.408329038,1,Ajanta Caves,Arts,Asia,213,1424
10.98537064,6.773581503,33.7354805,4.554536382,9.811994391,3.631658956,15.36222839,0.004066176,0.180443754,0.854613551,0.038004046,0.077680693,0.514563107,6.363636364,0.514602938,1,Flag of Italy,History,Europe,267,1664
14.233922,12.07462139,45.56586369,8.102647256,10.20613004,1.246786984,9.714285714,0.005480465,0.171525476,3.40651801,0.05038252,0.100866317,0.497975709,5.090909091,0.448642148,1,Collatz conjecture,Mathematics,Sums and products,212,1319
10.97426891,7.851557759,41.21140819,6.529019771,12.66767066,2.901550942,14.10204082,0.003968763,0.14264986,1.846098783,0.035910265,0.084853335,0.544217687,6.636363636,0.443440812,1,Kabul,Geography,Afghanistan,254,1600
11.73378944,4.88807978,28.15477505,4.653420354,8.775689128,2.187176484,9.945887446,0.004616756,0.196120337,0.97934115,0.038212793,0.101405997,0.571428571,7.0,0.474876015,1,Anton Mussert,People,Netherlands_2,199,1276
8.807926178,6.15405841,27.95776035,4.047241689,9.043919271,2.860872082,13.5015361,0.004270519,0.111770371,0.753898821,0.03784294,0.098877765,0.548387097,6.545454545,0.525230948,1,Khalifa bin Zayed Al Nahyan,People,United Arab Emirates,239,1623
13.79467773,9.126041922,35.35258909,6.12825877,11.71579446,3.206635535,14.80776014,0.003658914,0.169527719,1.58685446,0.037495054,0.083477875,0.558641975,7.75,0.460604708,1,Generalplan Ost,History,World War II,284,1950
10.17861366,5.1410236,51.03805103,7.861362503,9.691858105,4.943558205,26.19711538,0.003949357,0.121887848,1.585075494,0.037814002,0.087050689,0.48125,7.166666667,0.51627678,1,Hydrogen line,Physical sciences,Atomic physics,287,1853
9.22515583,2.859285291,26.66435175,4.597369081,9.771182113,1.079456229,13.30210918,0.004498823,0.15727659,0.897274633,0.035419108,0.098596802,0.616935484,6.888888889,0.475343302,1,Banff National Park,Geography,North America_7,212,1434
15.49983692,11.01633731,50.60632372,8.607554821,9.257117079,1.663788202,10.98621554,0.004762604,0.157114921,3.686069652,0.041719252,0.096253234,0.583333333,6.0,0.485859594,1,Alexander Selkirk,People,Miscellaneous,201,1275
10.54479218,5.22749806,33.55632082,5.670978752,11.23112068,3.141369215,18.08644689,0.003594692,0.177164651,1.432931727,0.040453595,0.087895886,0.507692308,6.6,0.439934402,1,Farrah Fawcett,People,Television_2,332,2077
16.54493523,9.331321864,39.21692163,6.228433867,11.52374786,2.650551637,14.46022241,0.003943866,0.140585788,1.466416745,0.033382902,0.092252562,0.541916168,8.636363636,0.454478,1,Charles George Gordon,People,Britain_2,291,1887
10.32839203,6.538785524,36.53256218,5.609908589,10.02671901,1.724883083,11.88760504,0.004495713,0.132088041,1.479409479,0.040729417,0.105275246,0.566176471,6.363636364,0.479634999,1,Adama Barrow,People,Senegal and the Gambia,234,1548
8.667450905,4.045771021,53.53918606,8.107305043,10.72267799,2.268311131,12.96531943,0.004245834,0.189797401,2.319718928,0.031561252,0.103331346,0.522033898,8.0,0.415039676,1,Geena Davis,People,United States_2,255,1633
8.723899841,6.176699223,62.3358837,8.678485795,8.788470143,3.760648316,21.32546083,0.003226141,0.186755935,1.01010101,0.037501019,0.09041556,0.469758065,7.888888889,0.486112874,1,Glenn T. Seaborg,People,Chemistry,440,2962
10.47485256,6.539665232,30.77352758,4.445222154,9.55419404,1.256578947,13.81246443,0.004453074,0.13131489,0.95,0.038080567,0.095103691,0.577689243,6.3,0.484556224,1,Jimmy Fallon,People,United States_4,208,1376
11.37773418,8.005427086,67.69896113,9.131676934,9.501789348,3.431379007,29.40925059,0.003321158,0.121873941,1.467592593,0.038533861,0.086823897,0.465163934,8.0,0.489625608,1,Australopithecus africanus,Biology and health sciences,Australopithecines,432,2944
9.034255981,4.639728474,35.55473089,6.184096988,11.10270117,1.628833839,15.47518637,0.004003781,0.190262546,1.786821705,0.03971225,0.095814295,0.549520767,6.75,0.478688883,1,Jimi Hendrix,People,Rock,258,1659
10.53604412,4.262511743,32.96916721,5.268741518,10.20473167,2.893058435,27.24285714,0.002995074,0.176172885,1.204447068,0.038311097,0.083296259,0.457142857,6.523809524,0.483865789,1,Jackie Chan,People,Actors,487,3106
9.982386589,6.427299952,27.96532087,3.970303969,9.463250186,1.93632928,29.59400344,0.004144927,0.157697027,0.753393665,0.040956302,0.085610972,0.533546326,7.0,0.473521972,1,Bioethics,Philosophy and religion,Approaches,272,1957
8.738306999,2.941567568,45.45999967,7.212248535,10.41615864,2.426818385,10.52979785,0.004174681,4.55e-08,2.259218693,0.041108503,0.096237333,0.552901024,6.727272727,0.482871975,1,History of the Dominican Republic,History,Caribbean,249,1690
7.825147152,2.953789699,35.05163739,4.396968653,9.395297864,1.389158065,9.789339291,0.004634469,0.197931891,0.842684268,0.037511094,0.085525446,0.576763485,7.333333333,0.419180031,1,Albert Finney,People,Europe,202,1304
9.149542809,3.838603754,29.47482709,4.565030796,9.304038598,1.964204246,10.3968254,0.004602918,0.139775698,0.914905149,0.037490579,0.081118983,0.568376068,6.666666667,0.48295905,1,Gustave Eiffel,People,Inventors and engineers,205,1344
9.711528778,4.626413728,40.34736326,5.948856099,10.85271235,4.040804598,13.26666667,0.003938335,0.173329011,1.516666667,0.037452404,0.076539789,0.525,7.833333333,0.507627408,1,Georges Danton,People,France_4,280,1803
16.15856361,11.29412211,29.13110183,4.418975419,12.11958647,2.217929863,23.75176803,0.003582415,0.171111946,0.89523639,0.040838818,0.0773039,0.522277228,6.0625,0.497314306,1,Bolero,Arts,Dance,349,2426
10.48956966,5.485929785,33.26615576,5.966666409,10.40297266,3.108262261,21.13296703,0.003343626,0.177113886,1.7049401,0.044393225,0.112087877,0.487912088,6.526315789,0.435734309,1,Howlin' Wolf,People,"Blues, R&amp;B, Funk, Zydeco and Soul",391,2480
15.20583534,7.252401763,27.9980158,4.609772229,10.59297089,1.634793052,24.63115553,0.004091889,0.200500374,1.036585366,0.040140024,0.105996713,0.556313993,6.583333333,0.503716896,1,College basketball,Everyday life,Team sports,246,1748
12.50549984,8.11103859,33.09138861,5.688585061,12.67535723,1.715448257,13.02814259,0.004426209,0.123082391,1.601980198,0.04005661,0.100776958,0.577235772,6.4,0.476064998,1,Bohemia,Geography,Czech Republic,202,1448
13.92888927,12.78506782,43.10375382,6.547900427,11.08635472,6.162596289,28.05598456,0.003172384,0.1832666,1.786458333,0.04093516,0.103037917,0.481981982,6.6875,0.466751641,1,Ancient Egyptian religion,Philosophy and religion,Ancient religions,384,2519
10.75029278,9.697353523,44.31108464,7.462405778,9.559086124,3.67601299,14.89792836,0.00392297,0.183008457,2.296391753,0.039018365,0.082283765,0.504531722,6.916666667,0.396499076,1,Chenla,History,Southeastern Asia_2,291,1946
11.00567436,5.665553745,27.47169843,3.985510949,10.30822386,1.418916634,16.43838604,0.004288574,0.077322205,0.773129525,0.041292024,0.09265299,0.545801527,6.454545455,0.502503633,1,Hornfels,Physical sciences,Petrology,226,1529
9.963059425,5.893898391,37.38395378,5.692099788,9.514370406,2.474747475,22.89553281,0.004163528,0.183386222,1.2,0.032550441,0.076544332,0.498371336,8.8,0.492981941,1,International Workers' Day,Society and social sciences,Specific holidays and festivals,270,1719
11.1212225,3.299439003,39.03808682,5.865980073,10.24525313,1.192311447,14.13847344,0.004306044,0.137761254,1.713347165,0.043187542,0.107415125,0.584837545,5.916666667,0.492499257,1,Art Tatum,People,Jazz and related genres,241,1586
10.58306503,4.128613825,75.22139249,11.48590118,10.85226817,4.269443143,19.42857143,0.003431285,0.131647247,1.050353546,0.03281972,0.075925028,0.539408867,7.923076923,0.495681074,1,"History of Washington, D.C.",History,Cities,359,2325
10.0523119,5.311176345,49.06740262,7.119691005,8.904818783,1.453125492,19.7784027,0.004738219,0.169769657,2.314611872,0.040491017,0.090372443,0.523622047,6.7,0.468966883,1,Fourier analysis,Mathematics,Calculus and analysis,219,1589
12.65180779,5.86468337,68.11728331,10.5455765,10.13477725,1.918822459,16.79120879,0.004748588,0.182342187,3.068124208,0.044499085,0.164761063,0.475728155,7.0,0.425498868,1,Intuitionistic logic,Mathematics,Mathematical logic,263,1820
14.20842838,5.012393321,50.6530196,7.05533683,10.70178151,0.877107531,14.58965929,0.004498579,0.183149519,2.196078431,0.035828278,0.106025648,0.635983264,6.333333333,0.51566943,1,Five West Sea Islands,Geography,Asia_3,204,1446
11.58162785,9.817768997,30.9160552,4.966554809,9.205556523,1.481984019,8.762732919,0.004887623,0.214052101,1.121212121,0.040430739,0.102755866,0.556521739,6.777777778,0.457964822,1,Kangaroo,Biology and health sciences,Marsupials,198,1318
8.807566643,4.07028148,25.84492213,4.846648326,9.349072515,0.978717949,9.908948195,0.004627538,0.12353244,1.142307692,0.041182424,0.102636813,0.575510204,7.0,0.460311255,1,John Grisham,People,US and Canada,208,1393
14.41398048,9.642609518,40.30746033,5.597618541,9.103449688,2.359649123,10.98772321,0.004358472,0.127477841,1.236842105,0.034677644,0.059938745,0.55859375,6.333333333,0.474020739,1,"Frederick III, Holy Roman Emperor",People,Holy Roman Empire,228,1450
9.78819561,2.689184101,23.29291738,3.1,10.7980976,1.805118739,11.23593074,0.00431717,0.142761241,0.487817259,0.042136675,0.09698203,0.606060606,5.9,0.484381798,1,Cenozoic,Physical sciences,Geological periods,197,1387
11.4158287,2.376938501,41.37214426,6.367355014,9.47655705,1.197427572,17.59599156,0.00447478,0.209374249,1.754273504,0.03547431,0.052184831,0.607594937,6.333333333,0.503953728,1,Football hooliganism,Society and social sciences,Crime,208,1514
11.35716343,4.623065189,32.24119877,4.51528018,10.97690371,1.745202694,21.00877193,0.004026259,0.144905309,1.106312292,0.045661106,0.105937018,0.552631579,6.0,0.493781906,1,Documentary film,Society and social sciences,Television,258,1891
8.668672562,2.865654362,34.52955256,4.05092582,9.782014385,1.723358846,12.21682766,0.004029402,0.15054985,0.692405063,0.035898607,0.073278461,0.583629893,7.4,0.50806525,1,Catania,Geography,Italy,237,1586
