perplexity,perplexity_std,char_std,word_std,intrinsic_dimensions,temporal_burstiness,syntactic_burstiness,wd_burstiness,semantic_burstiness,ai
17.649534225463867,11.647415942770548,30.325683155100222,4.636995805886203,10.393957827121575,1.821424439265467,85.91764705882352,0.003808992437845178,0.0995126615718173,1
18.01090431213379,10.107506894265772,47.879904000536506,6.966530296976984,12.655414077637618,1.9452743844786498,86.11229285184267,0.0041044143881500735,0.181474506855011,1
15.099125862121582,7.493075160600361,57.383672008235834,8.519466818932552,9.605059030602698,2.7880177426122397,87.7032967032967,0.0037447920900870904,0.208840141693751,1
18.684093475341797,13.740143368711381,50.20199199235026,8.366600265340756,10.06452381143015,1.1179937022042286,83.36946386946386,0.0043103914979004685,0.1942639797925949,1
25.7416934967041,15.491470826282963,24.04911640788493,3.693237062523877,12.001888569902192,1.5519211381203093,65.54166666666669,0.004382642667309133,0.20034584403038025,1
13.8926420211792,7.77410236971048,26.242459234352765,3.520662115056635,8.90838820143209,1.6470999588646644,56.7764705882353,0.004855712078904673,0.12921943855730214,1
23.04529571533203,12.757713007195186,27.981640806468484,4.618802153517006,11.276118832793577,1.0788840788840788,66.24848484848486,0.004832961564815905,0.12511831987554553,1
25.127185821533203,11.520914151270185,43.38531680517862,7.537660547584525,11.644190687351273,1.4295278365045807,59.04885057471264,0.004584474939221297,0.2056023875872294,1
22.098722457885742,8.588136468039343,26.48112535373072,3.593010189551683,9.932364772033086,1.2554179566563466,46.14229249011858,0.004591405390531017,0.16456143806378046,1
20.604045867919922,6.3419085053811575,46.52939259220992,7.0611171212493,9.818049964720098,0.9333417657475335,39.51855287569574,0.004727647408321674,0.12850759303084894,1
21.05545425415039,6.774535008766472,55.447659162262156,7.800718625400122,10.524041299428141,2.017409859120778,91.44052438789282,0.0035057438522804155,0.2084659437338511,1
21.894010543823242,8.053635095712059,46.266846593970506,7.0522602759682655,10.313445323073532,2.0011658099729743,73.30627705627705,0.003661818045639221,0.1395423857821297,1
17.750713348388672,7.1891391419736586,41.24483112675522,5.635895102773601,9.220584422081288,1.2822118176538906,69.59622641509432,0.004096760383610604,0.16945829490820566,1
23.224918365478516,16.31428741571475,59.10713983300794,9.032429080070608,10.81444463280149,2.0142124975359743,64.82928802588997,0.004130032276225941,0.136581581170257,1
17.12805938720703,8.224570313296939,33.94367156785154,4.189935029992179,11.032264145759603,0.8396318718277992,43.989855072463754,0.004463961216107896,0.17454270273447037,1
14.194011688232422,10.556873062312105,39.43044509005699,4.817675788178362,9.945168062586363,0.742987137383689,49.9898556379243,0.004851686589451727,0.19647368788719177,1
18.3250675201416,10.551811937297048,28.88055980575649,5.3647564944644,8.719863978290926,2.322780357394118,92.92389210019267,0.00380508262244486,0.20641989012559256,1
16.915117263793945,6.715825182703664,17.955363035271525,2.309401076758503,10.26995436611459,1.7201992252351965,66.4517420905086,0.004453767266909695,0.14248326435034522,1
18.22308921813965,8.592075377856252,38.232556742411674,6.863753427324667,10.955850811924455,1.3199633699633702,45.78974579922447,0.0049253839212294705,0.1957436054944992,1
22.419315338134766,11.079231227590927,67.9576094811356,10.057232670773946,10.664302496074768,1.3258650028360748,63.89706293706294,0.00438936659053137,0.18165811896324158,1
18.89542007446289,6.408744103899271,36.69089060362527,5.898800534927847,9.469272318407981,1.8880715238020545,110.06840077071288,0.0039448863097742886,0.15758537004391351,1
15.926401138305664,4.367778792926021,53.94626956518866,7.901898506055365,9.031437166494161,1.3754268496819546,46.77978056426331,0.004611220803633786,0.17211808264255524,1
12.723505020141602,5.839627602022446,47.1525184905324,7.569015788066503,9.28339586159139,1.521490954460387,70.01836734693877,0.00479581240841607,0.11891462352076913,1
27.658647537231445,18.911020370163577,34.60239072357548,6.283254725126812,10.364745974112545,1.5623890978777772,94.08324205914566,0.004124924381431816,0.19225166738033295,1
23.958677291870117,11.280414694389494,74.09495450931206,10.385976704707488,10.898753369823101,1.3775637595862311,68.243265993266,0.004217094664739934,0.18177295476198196,1
19.2352294921875,10.847541630316114,65.73791845580824,8.898775680776543,11.630520321174815,1.285399449035813,64.2628666297731,0.004494736984937381,0.16041326963929356,1
16.22163200378418,8.634639972066948,29.281393409467384,4.948737212663449,10.21391054842857,1.2593353888317917,49.12037037037037,0.004880341266549144,0.10021827984940283,1
21.241069793701172,22.074274369246112,32.75676902809194,5.798387860013154,10.582705426736702,1.1529021558872306,64.96790626591952,0.004273423241385688,0.10604906750445527,1
16.025747299194336,4.709209633353286,44.902363214225396,6.529846008053244,13.245200713202829,1.8566054243219603,75.23150684931508,0.003973880279065974,0.2059391587972641,1
